,№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,id,gainSum2019,gainSum2020,gainSum2021,gainSum2022,gainSum2023,longitude,latitude
7818,430205,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНВЕСТ""",Малое предприятие,1135029007662,5029177289,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,67.0,8081393,42760.0,124955.0,430476.0,650005.0,481444.0,37.71863,55.90775
7819,430255,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНВЕСТ""",Малое предприятие,1144632008091,4632192400,46 - Курская область,г Курск,2016-01-08,Нет,Нет,Нет,13.0,8626562,225705.0,420580.0,799299.0,663377.0,642195.0,36.15696,51.6994
7820,430293,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНВЕСТ""",Малое предприятие,1143123020908,3123356570,31 - Белгородская область,г Белгород,2016-01-08,Нет,Нет,Нет,12.0,8973454,87183.0,328404.0,293689.0,211424.0,79862.0,36.586514,50.614616
7821,430295,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНВЕСТ""",Малое предприятие,1026101935441,6143025572,61 - Ростовская область,г Волгодонск,2016-01-08,Да,Да,Нет,43.0,6963803,54094.0,69640.0,81195.0,79182.0,81932.0,42.192198,47.5288
7822,430410,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНВЕСТ""",Малое предприятие,1202300035080,2311306740,23 - Краснодарский край,г Краснодар,2020-10-08,Нет,Нет,Нет,1.0,11348256,,152448.0,0.0,,,38.95408,45.05121
7823,430601,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНВЕСТКОМПЛЕКТ""",Малое предприятие,1161101053123,1102077974,35 - Вологодская область,г Вологда,2016-01-08,Да,Нет,Нет,224.0,9707483,400484.0,244696.0,635810.0,1357806.0,1751859.0,39.885986,59.217236
7824,430678,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНВЕСТПРОЕКТ""",Среднее предприятие,1045002952610,5016012554,50 - Московская область,г Ивантеевка,2021-10-07,Нет,Нет,Нет,14.0,3373518,1122615.0,670443.0,263817.0,73909.0,372945.0,37.85648,56.00353
7825,430693,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНВЕСТПРОЕКТ""",Малое предприятие,1199112005113,9102253670,91 - Республика Крым,г Симферополь,2019-10-04,Нет,Нет,Нет,4.0,10963394,154424.0,114900.0,24355.0,320429.0,444811.0,34.100318,44.948237
7826,430732,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНВЕСТРЕСУРС""",Малое предприятие,1187746016809,9729225111,77 - г.Москва,,2022-10-07,Нет,Нет,Нет,39.0,10509118,644.0,3882.0,5745.0,786344.0,,37.550198,55.690067
7827,430750,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНВЕСТСЕРВИС""",Малое предприятие,1045006473654,5032119336,77 - г.Москва,г Троицк,2016-01-08,Нет,Нет,Нет,14.0,3446953,26012.0,84220.0,229953.0,9264.0,345548.0,37.464904,55.573439
7829,430833,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНДУСТРИЯ ПСК""",Малое предприятие,1145749005600,5751201863,57 - Орловская область,,2016-01-08,Нет,Нет,Нет,15.0,8587932,115771.0,73073.0,122427.0,172732.0,134994.0,36.13751,53.00224
7830,430835,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНДУСТРИЯ-16""",Малое предприятие,1221800003435,1841103655,18 - Удмуртская Республика,г Ижевск,2022-10-03,Нет,Нет,Нет,65.0,11784031,,,,294647.0,723926.0,,
7831,430836,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНДУСТРИЯ-17""",Малое предприятие,1177746049953,7731343648,77 - г.Москва,,2017-10-02,Да,Нет,Нет,13.0,10074853,140980.0,155194.0,239968.0,120917.0,54146.0,37.420197,55.733273
7832,430862,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНДУСТРИЯ""",Малое предприятие,1176820016196,6825007671,68 - Тамбовская область,г Котовск,2018-10-01,Нет,Нет,Нет,12.0,10494952,86677.0,430721.0,325639.0,320699.0,201638.0,49.96979,53.09111
7835,430886,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНДУСТРИЯ""",Малое предприятие,1177154012793,7106078835,71 - Тульская область,г Тула,2017-10-06,Да,Нет,Нет,24.0,10247409,13169.0,70433.0,79833.0,147369.0,300509.0,37.610504,54.1837
7836,430887,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНДУСТРИЯ""",Среднее предприятие,1100280028606,277111649,02 - Республика Башкортостан,г Уфа,2016-01-08,Да,Нет,Нет,104.0,1689371,1284121.0,1562082.0,590756.0,132540.0,21765.0,55.985294,54.73957
7837,430963,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНДУСТРИЯ""",Малое предприятие,1183668042007,3662268580,36 - Воронежская область,г Воронеж,2018-10-11,Нет,Нет,Нет,61.0,10822019,10704.0,15504.0,23632.0,36037.0,58452.0,39.191048,51.681255
7838,430992,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНДУСТРИЯ""",Малое предприятие,1020202082911,268026468,02 - Республика Башкортостан,г Учалы,2016-01-08,Нет,Нет,Нет,12.0,6711517,62255.0,40607.0,19499.0,11849.0,42639.0,58.401447,53.96228
7840,431091,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНДУСТРИЯ""",Малое предприятие,1197847239149,7802699844,78 - г.Санкт-Петербург,,2020-10-01,Нет,Нет,Нет,5.0,11198946,,166911.0,1201244.0,1145166.0,893153.0,30.335318,59.999725
7841,431127,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНДУСТРИЯ""",Малое предприятие,1227700309814,7733385308,77 - г.Москва,,2022-10-06,Нет,Нет,Нет,0.0,11859774,,,,120952.0,,,
7842,431263,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНДУСТРИЯГРУПП""",Малое предприятие,1147746389779,7721828770,77 - г.Москва,,2016-01-08,Да,Нет,Нет,13.0,8469079,319284.0,149083.0,149907.0,386629.0,557340.0,37.66441,55.7058
7844,431350,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНЖИНИРИНГ-М""",Малое предприятие,1086731008540,6731069859,67 - Смоленская область,г Смоленск,2016-01-08,Нет,Нет,Нет,22.0,1966395,147231.0,82831.0,49646.0,54742.0,153532.0,32.047268,54.76772
7845,431355,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНЖИНИРИНГ""",Малое предприятие,1174205028040,4205362288,42 - Кемеровская область,г Кемерово,2017-10-12,Нет,Нет,Нет,4.0,10448448,99182.0,144851.0,355950.0,220050.0,77091.0,86.07127,55.3633
7846,431464,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНЖИНИРИНГ""",Малое предприятие,1117746524818,7708742002,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,12.0,5006747,753743.0,295302.0,100864.0,309053.0,528930.0,37.409763,55.834743
7847,431466,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНЖИНИРИНГ""",Среднее предприятие,1033600107243,3666106573,36 - Воронежская область,г Воронеж,2019-10-08,Да,Нет,Нет,222.0,3891066,608063.0,1238163.0,732659.0,1466310.0,1405667.0,39.1824,51.66293
7848,431490,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНЖИНИРИНГ""",Малое предприятие,1163668074745,3664218401,36 - Воронежская область,г Воронеж,2016-01-08,Нет,Нет,Нет,20.0,9724932,366447.0,288491.0,272602.0,162940.0,184130.0,39.152096,51.661526
7849,431507,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНЖИНИРИНГ""",Малое предприятие,1165254050444,5254490911,13 - Республика Мордовия,г Саранск,2019-10-11,Нет,Нет,Нет,3.0,9696098,149185.0,139917.0,126115.0,49175.0,128230.0,43.81661,55.393627
7851,431560,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНЖРЕСТАВРАЦИЯ""",Малое предприятие,5067746400486,7722586919,77 - г.Москва,,2016-01-08,Да,Нет,Нет,17.0,4840791,19508.0,35512.0,59013.0,14550.0,24603.0,37.710964,55.749504
7852,431568,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНЖСЕРВИС""",Малое предприятие,1120545000894,545025878,05 - Республика Дагестан,г Каспийск,2016-01-08,Нет,Нет,Нет,10.0,7821196,100097.0,163075.0,3810.0,26869.0,55.0,47.63924,42.885582
7853,431598,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНКОМ""",Малое предприятие,1051614002153,1650124238,16 - Республика Татарстан (Татарстан),г Набережные Челны,2016-01-08,Нет,Нет,Нет,23.0,7234772,64565.0,54466.0,77113.0,89468.0,54701.0,52.392972,55.732317
7855,431637,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИННОВАЦИЯ""",Малое предприятие,1152468027590,2460089964,24 - Красноярский край,г Красноярск,2016-01-08,Нет,Нет,Нет,22.0,9252852,384815.0,598053.0,450516.0,205054.0,580850.0,92.95175,56.04714
7856,431759,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНТЕХ""",Малое предприятие,1133256019005,3257012719,57 - Орловская область,г Орёл,2016-01-08,Нет,Нет,Нет,8.0,8242861,18888.0,99497.0,88141.0,37636.0,,36.13751,53.00224
7857,431838,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКА ПЛЮС""",Малое предприятие,1172536005982,2521015063,25 - Приморский край,,2017-10-03,Нет,Нет,Нет,31.0,10103473,18296.0,27439.0,27316.0,28075.0,30399.0,132.17517,43.350094
7858,431954,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКА""",Малое предприятие,1197232006135,7203474129,72 - Тюменская область,г Тюмень,2019-10-04,Нет,Нет,Нет,35.0,10958201,,122121.0,161058.0,93440.0,191982.0,65.5169,57.14979
7859,431996,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКА""",Малое предприятие,1055008002170,5042079570,77 - г.Москва,,2019-10-08,Нет,Нет,Нет,16.0,3864935,213736.0,262914.0,188373.0,33082.0,,38.13993,56.318256
7860,432001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКА""",Малое предприятие,1033108703231,3127508626,31 - Белгородская область,г Губкин,2016-01-08,Нет,Нет,Нет,47.0,616492,81378.0,25325.0,60575.0,237886.0,157774.0,37.519527,51.27965
7861,432128,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКАПИТАЛ 2016""",Малое предприятие,1167746758827,7743168060,77 - г.Москва,,2020-10-08,Нет,Нет,Нет,26.0,9871312,242444.0,27188.0,1486525.0,475086.0,8122.0,37.49493,55.849888
7862,432185,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКАПИТАЛ""",Малое предприятие,1087448000859,7448100515,74 - Челябинская область,г Челябинск,2016-01-08,Нет,Нет,Нет,28.0,1291853,98982.0,113595.0,177203.0,261725.0,221114.0,61.289764,55.186684
7863,432196,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКАПИТАЛ""",Малое предприятие,5077746959912,7721589794,77 - г.Москва,,2016-01-08,Да,Нет,Нет,12.0,5402852,129486.0,64683.0,140195.0,178675.0,254057.0,37.49493,55.849888
7865,432247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКАПИТАЛ""",Малое предприятие,1151690075130,1660251690,16 - Республика Татарстан (Татарстан),г Казань,2016-01-08,Нет,Нет,Нет,15.0,9422142,5500.0,28848.0,38458.0,62514.0,86575.0,49.182186,55.76715
7868,432365,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКАТ""",Малое предприятие,1176451005741,6439092320,64 - Саратовская область,г Балаково,2017-10-04,Да,Нет,Нет,35.0,10140428,997.0,36864.0,61185.0,32526.0,4522.0,47.824123,52.013868
7869,432369,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКАЧЕСТВО ГРУПП""",Малое предприятие,1141840000125,1840022971,18 - Удмуртская Республика,г Ижевск,2016-01-08,Да,Нет,Нет,32.0,8276942,102619.0,162153.0,150245.0,151599.0,367763.0,53.26724,56.87973
7870,432387,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКВАРТАЛ""",Малое предприятие,1134205007364,4205263463,42 - Кемеровская область,г Кемерово,2016-01-08,Нет,Нет,Нет,34.0,7829264,83860.0,67790.0,41608.0,140086.0,183378.0,86.07127,55.3633
7871,432487,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКО""",Малое предприятие,1173850010421,3827053357,38 - Иркутская область,г Иркутск,2017-10-04,Да,Нет,Нет,16.0,10154595,74804.0,146110.0,123938.0,168596.0,229225.0,104.29914,52.288647
7872,432534,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ ГРУПП""",Малое предприятие,1156501006694,6501276804,65 - Сахалинская область,г Южно-Сахалинск,2016-01-08,Нет,Нет,Нет,12.0,9369832,95296.0,146431.0,86132.0,15366.0,88836.0,142.7287,46.967335
7873,432561,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ ПЛЮС""",Малое предприятие,1091675000196,1623010707,16 - Республика Татарстан (Татарстан),г. Кукмор,2016-01-08,Нет,Нет,Нет,17.0,2033564,47168.0,58132.0,42817.0,90613.0,135331.0,50.43851,55.99603
7875,432606,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ-МОНОЛИТ""",Малое предприятие,1173926007727,3906351589,39 - Калининградская область,г Калининград,2017-10-04,Нет,Нет,Нет,7.0,10154490,125340.0,64646.0,58446.0,70.0,,20.547588,54.711821
7876,432623,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ. СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК""",Малое предприятие,1135476024485,5405469495,54 - Новосибирская область,г Новосибирск,2016-01-08,Нет,Нет,Нет,2.0,7745611,66605.0,100159.0,350.0,144608.0,13498.0,82.95686,55.01924
7877,432624,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ""",Малое предприятие,1147847152408,7802858974,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,12.0,8507727,42541.0,23400.0,30631.0,56927.0,49902.0,30.335318,59.999725
7878,432780,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ""",Малое предприятие,1163256050803,3257038178,32 - Брянская область,г Брянск,2016-01-08,Нет,Нет,Нет,57.0,9601616,111662.0,121702.0,189903.0,147204.0,65531.0,34.345196,53.263046
7879,432787,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ""",Малое предприятие,1165476086324,5403015520,50 - Московская область,г Лобня,2016-01-08,Нет,Нет,Нет,1.0,9693620,415484.0,424716.0,176406.0,0.0,,37.40911,55.893463
7881,432920,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ""",Малое предприятие,1107154011205,7104511556,71 - Тульская область,г Тула,2016-01-08,Нет,Нет,Нет,48.0,1478515,126451.0,138246.0,144542.0,190956.0,235319.0,37.610504,54.1837
7882,432942,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ""",Малое предприятие,1080916001430,916006025,09 - Карачаево-Черкесская Республика,г Черкесск,2016-01-08,Нет,Нет,Нет,73.0,2489153,130433.0,264537.0,530862.0,211402.0,320268.0,41.973038,44.083267
7883,433082,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ""",Малое предприятие,1176658099595,6684029630,66 - Свердловская область,г Первоуральск,2017-10-11,Нет,Нет,Нет,51.0,10410496,48520.0,41101.0,38329.0,43590.0,46411.0,59.925858,56.90579
7884,433091,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ""",Малое предприятие,1185749001657,5751061704,57 - Орловская область,г Орёл,2018-10-04,Нет,Нет,Нет,77.0,10599743,102477.0,203946.0,295625.0,203540.0,214501.0,36.13751,53.00224
7885,433095,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ""",Малое предприятие,1157746148119,7701087570,77 - г.Москва,,2016-01-08,Да,Нет,Нет,22.0,9106081,36985.0,83903.0,43947.0,61573.0,38197.0,37.67214,55.78767
7886,433096,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ""",Малое предприятие,1143256002933,3257014924,32 - Брянская область,,2016-01-08,Да,Нет,Нет,38.0,8391750,122204.0,103483.0,107106.0,333703.0,140337.0,34.27849,53.314793
7890,433125,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ""",Малое предприятие,1166313074355,6312160258,63 - Самарская область,г Самара,2016-01-08,Да,Нет,Нет,21.0,9668276,105448.0,80390.0,90857.0,227032.0,112674.0,50.223495,53.240223
7891,433245,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ""",Малое предприятие,1227800028906,7802922852,78 - г.Санкт-Петербург,,2022-10-04,Нет,Нет,Нет,11.0,11795331,,,,121785.0,236099.0,,
7892,433361,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОММУНЭНЕРГО""",Малое предприятие,1047601403190,7616007006,76 - Ярославская область,г Гаврилов-Ям,2016-01-08,Нет,Нет,Нет,12.0,935349,57906.0,20203.0,53193.0,58309.0,90507.0,39.39723,57.18672
7895,433444,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКС - М""",Малое предприятие,1177746216053,9701066415,77 - г.Москва,,2019-10-08,Нет,Нет,Нет,72.0,10131114,389131.0,305077.0,791164.0,911532.0,,37.414753,55.65519
7896,433482,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКС-ДВ""",Малое предприятие,1022502269690,2540042270,25 - Приморский край,г Владивосток,2016-01-08,Нет,Нет,Нет,9.0,5364694,34036.0,49287.0,73334.0,53442.0,79302.0,131.88884,43.12332
7897,433624,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКС""",Малое предприятие,1173668065284,3662258085,36 - Воронежская область,г Воронеж,2018-10-01,Нет,Нет,Нет,82.0,10501698,80331.0,65834.0,97189.0,92031.0,140757.0,39.191048,51.681255
7898,433625,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКС""",Малое предприятие,1187746273758,7725458697,77 - г.Москва,,2018-10-04,Нет,Нет,Нет,4.0,10577902,288574.0,68465.0,51312.0,144989.0,73679.0,37.776234,55.750225
7899,433643,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКС""",Малое предприятие,1187746910581,9731014460,78 - г.Санкт-Петербург,,2018-10-12,Нет,Нет,Нет,17.0,10833602,25295.0,136903.0,711536.0,352164.0,770884.0,37.420197,55.733273
7900,433792,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКС""",Малое предприятие,1197746581010,9723092472,50 - Московская область,г Мытищи,2019-10-10,Нет,Нет,Нет,30.0,11141469,4774.0,135401.0,53608.0,87906.0,85454.0,37.71863,55.90775
7901,433804,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКС""",Малое предприятие,1026700851308,6722013698,67 - Смоленская область,г Вязьма,2016-01-08,Да,Нет,Нет,44.0,3372828,171275.0,192270.0,124130.0,52562.0,50273.0,34.288128,55.209652
7902,433813,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКС""",Малое предприятие,1173525007248,3528269326,35 - Вологодская область,г Череповец,2017-10-04,Нет,Нет,Нет,0.0,10131290,125104.0,96897.0,17026.0,18412.0,0.0,37.902187,59.1235
7903,433814,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКС""",Малое предприятие,1047796299847,7714549705,77 - г.Москва,,2016-01-08,Да,Нет,Нет,7.0,2578406,200774.0,132608.0,98820.0,15026.0,168.0,37.822178,55.809975
7904,433817,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКС""",Малое предприятие,1167746618577,7713417505,50 - Московская область,,2016-01-08,Да,Нет,Нет,7.0,9819715,124753.0,180001.0,190728.0,283627.0,649167.0,36.8603,55.920525
7905,433822,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКС""",Малое предприятие,1100280038209,272019022,02 - Республика Башкортостан,г Уфа,2016-01-08,Да,Нет,Нет,49.0,4037286,130463.0,155556.0,216380.0,157232.0,189202.0,55.828987,54.69895
7906,433892,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКТ-М""",Малое предприятие,1171690060431,1650350276,16 - Республика Татарстан (Татарстан),г Набережные Челны,2017-10-07,Нет,Нет,Нет,4.0,10265744,88166.0,166998.0,153831.0,209095.0,41469.0,52.392972,55.732317
7907,433893,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКТ-МБ""",Малое предприятие,1175074008955,5074057875,50 - Московская область,г Подольск,2019-10-08,Да,Нет,Нет,24.0,10267400,68382.0,53683.0,146848.0,176615.0,68601.0,37.546913,55.43018
7908,433905,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКТ""",Малое предприятие,1099847023341,7802488635,47 - Ленинградская область,г Новая Ладога,2017-10-08,Нет,Нет,Нет,14.0,2743235,45121.0,147437.0,199562.0,192598.0,238554.0,32.292686,59.926266
7909,433910,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКТ""",Малое предприятие,1027708010890,7708207936,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,33.0,7089139,581872.0,458238.0,216326.0,388976.0,778247.0,37.414753,55.65519
7912,434005,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКТ""",Малое предприятие,1106674007835,6674354166,66 - Свердловская область,г Екатеринбург,2016-01-08,Нет,Нет,Нет,27.0,950380,296145.0,102160.0,119661.0,308617.0,318393.0,60.639294,56.843575
7913,434051,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКТ""",Малое предприятие,1165958110493,5920046164,59 - Пермский край,г Чайковский,2016-10-11,Нет,Нет,Нет,8.0,9956611,990.0,247.0,355.0,12269.0,40089.0,54.146313,56.771217
7914,434084,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКТ""",Малое предприятие,1157847027172,7813213103,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,2.0,9061026,172643.0,223153.0,34670.0,0.0,,30.270311,59.937054
7915,434118,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКТ""",Среднее предприятие,1137847181867,7816561821,78 - г.Санкт-Петербург,,2023-10-07,Нет,Нет,Нет,91.0,7907049,3008723.0,2396674.0,3737008.0,1613652.0,953142.0,30.41471,59.953926
7916,434421,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКТСЕРВИС""",Малое предприятие,1137746047460,7725780583,77 - г.Москва,,2021-10-08,Нет,Нет,Нет,15.0,7697335,0.0,15638.0,59020.0,328174.0,,37.409763,55.834743
