№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,gainSum2019,gainSum2020,gainSum2021,gainSum2022,gainSum2023
5202,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВАЯ ЭРА""",Малое предприятие,1037811032544,7805109540,78 - г.Санкт-Петербург,,2021-10-08,Да,Нет,Нет,48.0,467765,47970,179065,455293,886726
5212,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОРДГРАД""",Малое предприятие,1089847395791,7813427641,78 - г.Санкт-Петербург,,2017-10-08,Да,Нет,Нет,85.0,418203,1052497,1395557,578410,390496
5220,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОМЕГА""",Среднее предприятие,1027804178082,7806016873,78 - г.Санкт-Петербург,,2023-10-07,Да,Нет,Нет,157.0,1326374,705170,1973039,1578029,565135
5222,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ ТРЕСТ ""СПЕЦГИДРОЭНЕРГОМОНТАЖ""",Малое предприятие,1027809192344,7815014022,78 - г.Санкт-Петербург,,2018-10-08,Да,Нет,Нет,9.0,198072,165249,177749,17176,13180
5227,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОРЛАН""",Малое предприятие,1181690091263,1655409759,16 - Республика Татарстан (Татарстан),г Казань,2018-10-12,Нет,Нет,Нет,15.0,,40242,406440,228709,3456
5228,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОТДЕЛОЧНИК-20""",Малое предприятие,1027200797315,7203014481,72 - Тюменская область,г Тюмень,2017-10-08,Да,Нет,Нет,3.0,93316,386969,334976,0,
5241,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА № 8""",Среднее предприятие,1022102832146,2115000346,21 - Чувашская Республика - Чувашия,г Цивильск,2017-10-08,Да,Нет,Нет,123.0,705107,505158,1134770,1108802,2548445
5243,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕТРОС""",Малое предприятие,1037835001038,7816131635,78 - г.Санкт-Петербург,,2017-10-08,Да,Нет,Нет,48.0,617412,748661,443459,903112,1637702
5247,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПИНСТРОЙ""",Малое предприятие,1047855137990,7838309590,78 - г.Санкт-Петербург,,2017-10-08,Да,Нет,Нет,30.0,568064,348684,736390,901182,1104733
5253,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПОГРАНИЧНАЯ МЕЖХОЗЯЙСТВЕННАЯ ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА""",Малое предприятие,1032501180810,2525003164,25 - Приморский край,,2017-10-08,Да,Нет,Нет,35.0,102789,89633,230345,76881,7130
5255,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПОДРЯДЧИК""",Малое предприятие,1086316006589,6316135260,63 - Самарская область,г Самара,2017-10-08,Да,Нет,Нет,9.0,,17958,0,0,7948
5267,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРИОРИТЕТ-СТРОЙ ИНЖИНИРИНГ""",Среднее предприятие,1147746714070,7714938405,50 - Московская область,г Красногорск,2017-10-08,Да,Нет,Нет,56.0,764771,810488,454500,1113226,736098
5283,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОКОНС""",Малое предприятие,1037715032827,7715278180,77 - г.Москва,,2022-10-07,Да,Нет,Нет,,6093294,1787267,145016,0,
5286,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОМИНДУСТРИЯ АГ""",Малое предприятие,1027739533227,7706194960,77 - г.Москва,,2020-10-08,Да,Нет,Нет,37.0,299887,331904,273802,151548,165834
5288,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОММОНОЛИТ""",Среднее предприятие,1037843057724,7803058547,78 - г.Санкт-Петербург,,2021-10-11,Да,Нет,Нет,0.0,1310949,74150,31078,10249,1457
5292,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОМСТРОЙСЕРВИС""",Малое предприятие,1080603000180,603282806,77 - г.Москва,,2021-10-07,Да,Нет,Нет,50.0,1931829,687378,1174701,1734798,1645073
5293,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОМСТРОЙТЕХНО-ИНВЕСТ""",Малое предприятие,1037739271140,7709211195,77 - г.Москва,,2020-10-08,Да,Нет,Нет,3.0,1139821,189598,38331,20153,18453
5300,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОФИСТРОЙ""",Малое предприятие,1154401001677,4401159638,44 - Костромская область,г Кострома,2017-10-08,Да,Нет,Нет,40.0,26168,91384,94097,195380,131786
5302,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПТИЦЕСТРОЙ""",Малое предприятие,1023902299277,3917000617,39 - Калининградская область,,2022-10-02,Нет,Нет,Нет,16.0,80764,19810,34526,40484,3387
5304,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПУСК""",Малое предприятие,1056605287562,6674164790,66 - Свердловская область,г Екатеринбург,2017-10-08,Да,Нет,Нет,89.0,136996,350704,280033,188772,633419
5309,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕГИОН-СТРОЙ""",Малое предприятие,1097746595121,7708706004,77 - г.Москва,,2017-10-08,Нет,Нет,Нет,22.0,75107,236695,77725,123645,125083
5313,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕГИОНСТРОЙ""",Малое предприятие,1020300795602,317002279,03 - Республика Бурятия,г Северобайкальск,2017-10-08,Да,Нет,Нет,4.0,253431,191508,10685,28094,233231
5317,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМОНТ ТОННЕЛЕЙ И МОСТОВ""",Малое предприятие,1147746707712,7714938300,77 - г.Москва,,2017-10-08,Да,Нет,Нет,38.0,293261,160918,141167,67079,375670
5319,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 10""",Малое предприятие,1021603463727,1659002192,16 - Республика Татарстан (Татарстан),г Казань,2017-10-08,Нет,Нет,Нет,29.0,33022,74470,64989,49585,61613
5323,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМСТРОЙ-АЛЕКСС""",Среднее предприятие,1037739062756,7713161050,77 - г.Москва,,2017-10-08,Да,Нет,Нет,167.0,802105,987782,1433927,1161266,1305119
5328,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМСТРОЙЦЕНТР""",Малое предприятие,1032501284100,2536131136,25 - Приморский край,г Владивосток,2018-10-08,Нет,Нет,Нет,72.0,634043,301915,167281,84397,69982
5330,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕНЕССАНС АКТИВ""",Среднее предприятие,1132543012040,2543028394,25 - Приморский край,г Владивосток,2017-10-08,Да,Нет,Нет,2.0,79181,146758,27840,12758,47654
5333,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕСТАВРАЦИОННО-СТРОИТЕЛЬНЫЙ КОНЦЕРН ""ЛУСИНЕ""",Малое предприятие,1055009325073,5047066775,77 - г.Москва,,2023-10-12,Да,Нет,Нет,31.0,406556,266338,165799,303917,85876
5351,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РСУ КУРОРТА""",Малое предприятие,1192225031283,2203003875,22 - Алтайский край,г Белокуриха,2020-10-08,Нет,Нет,Нет,43.0,19078,39907,57983,94743,154804
5358,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССТРОЙКОМПЛЕКТ""",Малое предприятие,1217700502755,9701187346,77 - г.Москва,,2021-10-11,Нет,Нет,Нет,17.0,,,,271827,350628
5375,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САТУРН""",Малое предприятие,1023202135494,3207001905,32 - Брянская область,,2017-10-08,Нет,Нет,Нет,90.0,45043,61112,73347,107802,86576
5380,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СВС-ЭМ""",Среднее предприятие,1117746809245,7728786311,77 - г.Москва,,2017-10-08,Да,Нет,Нет,112.0,351087,273541,179559,710015,237814
5386,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРЭКСКАВАЦИЯ""",Малое предприятие,1028301648540,8300003864,83 - Ненецкий автономный округ,,2017-10-08,Да,Нет,Нет,6.0,353976,151048,39609,106337,47945
5398,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИБСТРОЙСЕРВИС""",Среднее предприятие,1027200798360,7224001941,72 - Тюменская область,,2021-10-07,Да,Нет,Нет,16.0,242682,298063,70157,53987,1142
5401,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИГНАЛ""",Малое предприятие,1167746101698,7708280326,77 - г.Москва,,2017-10-08,Да,Нет,Нет,9.0,201029,169238,139632,224224,20225
5402,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИЛЕОН""",Малое предприятие,1037800018860,7801070620,78 - г.Санкт-Петербург,,2017-10-08,Да,Нет,Нет,5.0,579710,107700,12746,14692,375182
5422,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМАРТ СИСТЕМС""",Малое предприятие,1217700643940,9722013742,47 - Ленинградская область,г Всеволожск,2022-10-01,Нет,Нет,Нет,2.0,,,,421097,1350803
5424,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМОЛСТРОМ-СЕРВИС""",Среднее предприятие,1026701439907,6731028404,67 - Смоленская область,г Смоленск,2017-10-08,Нет,Нет,Нет,41.0,1059285,1490781,1204445,1154815,1862621
5425,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМП-1""",Малое предприятие,1035009351002,5046048999,77 - г.Москва,г Троицк,2017-10-08,Да,Нет,Нет,44.0,258859,281400,690631,147421,96051
5426,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМП-280""",Среднее предприятие,1027200818920,7203047511,72 - Тюменская область,г Тюмень,2017-10-08,Да,Нет,Нет,58.0,155576,214586,383952,249456,483423
5427,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМУ -25""",Малое предприятие,1022800762511,2809000390,28 - Амурская область,г Шимановск,2017-10-08,Да,Нет,Нет,45.0,54054,52624,57831,97704,128580
5432,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМУ-ДОНАЭРОДОРСТРОЙ""",Малое предприятие,1036163013710,6163068567,61 - Ростовская область,г Ростов-на-Дону,2017-10-08,Да,Нет,Нет,68.0,521214,1164664,553093,1107443,503787
5434,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СНС-ТЕХНОЛОДЖИ""",Малое предприятие,1077746293030,7708626895,77 - г.Москва,,2017-10-08,Нет,Нет,Нет,3.0,81975,126313,112493,931997,
5448,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦГАЗМОНТАЖ-ПОДВОДСТРОЙ""",Малое предприятие,1186658094116,6658521941,66 - Свердловская область,г Екатеринбург,2021-10-09,Да,Нет,Нет,242.0,72448,3077,280494,1414947,456362
5454,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННОЕ ОТДЕЛОЧНОЕ УПРАВЛЕНИЕ № 2""",Малое предприятие,1027700401596,7702020219,77 - г.Москва,,2021-10-03,Да,Нет,Нет,57.0,143475,152475,168575,159182,155649
5456,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННОЕ УПРАВЛЕНИЕ ИНЖЕНЕРНЫХ РАБОТ""",Малое предприятие,1127746711300,7701969903,77 - г.Москва,,2017-10-08,Нет,Нет,Нет,51.0,254071,396088,353503,430469,525812
5465,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ВИКТОРИЯ ДЕВЕЛОПМЕНТ""",Малое предприятие,1125053003503,5053033231,50 - Московская область,г. Электросталь,2017-10-08,Нет,Нет,Нет,4.0,12783,0,,1328691,52772
5468,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЕЙСК-ЭКС-ПОРТ""",Малое предприятие,1022301116144,2306000450,23 - Краснодарский край,г Ейск,2017-10-08,Да,Нет,Нет,50.0,217219,123188,118005,32335,58416
5469,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЖИЛЬЕ-2000""",Малое предприятие,1027200847937,7203075558,72 - Тюменская область,г Тюмень,2017-10-08,Нет,Нет,Нет,17.0,93881,102318,28870,13257,52736
5471,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ - ""ЧЕСТР-ГРУПП""",Среднее предприятие,1022101134186,2126003691,21 - Чувашская Республика - Чувашия,г Чебоксары,2018-10-08,Нет,Нет,Нет,143.0,2019560,2012257,1480264,2104616,2824138
5472,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ИНКОСТ""",Среднее предприятие,1022101269673,2129003280,21 - Чувашская Республика - Чувашия,г Чебоксары,2017-10-08,Да,Нет,Нет,222.0,543616,845452,796906,846571,873170
5473,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""КОМПЛЕКТ""",Малое предприятие,1023201293114,3235001826,32 - Брянская область,г Брянск,2017-10-08,Да,Нет,Нет,42.0,136121,162887,401217,311642,339843
5474,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""КОНТИНЕНТ""",Малое предприятие,1021200771954,1215048572,12 - Республика Марий Эл,г Йошкар-Ола,2017-10-08,Нет,Нет,Нет,21.0,93169,281089,437723,373142,460004
5475,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""КОШЕЛЕВ - ПРОЕКТ САМАРА""",Малое предприятие,1136312010999,6312134360,50 - Московская область,,2023-10-07,Да,Нет,Нет,92.0,1610000,3627309,2364429,238663,999841
5476,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""КОШЕЛЕВ-ПРОЕКТ""",Малое предприятие,1106312009253,6312102986,50 - Московская область,,2022-10-08,Нет,Нет,Нет,104.0,273061,690429,84360,380405,900036
5480,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""МЕЖХОЗЯЙСТВЕННАЯ СТРОИТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""ВУРНАРСКАЯ""",Малое предприятие,1022102028740,2104000471,21 - Чувашская Республика - Чувашия,,2017-10-08,Нет,Нет,Нет,43.0,89776,72887,59214,89184,101087
5481,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА №3""",Среднее предприятие,1021200751032,1215014090,12 - Республика Марий Эл,г Йошкар-Ола,2017-10-08,Да,Нет,Нет,107.0,199138,296595,371559,708358,578866
5482,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ПРОЕКТНО-СТРОИТЕЛЬНАЯ ФИРМА ""ИНСТРОЙ""",Малое предприятие,1022900834648,2902001119,29 - Архангельская область,г Архангельск,2017-10-08,Нет,Нет,Нет,20.0,9853,148360,172463,177076,236144
5487,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЕК""",Среднее предприятие,1021000527965,1001010821,10 - Республика Карелия,г Петрозаводск,2017-10-08,Нет,Нет,Нет,156.0,477176,844736,787527,644115,1318962
