№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,id
144067,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКТИВ""",Среднее предприятие,1157847147677,7841022608,78 - г.Санкт-Петербург,,2022-10-07,Нет,Нет,Нет,4.0,9197473
144069,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКТИВ""",Малое предприятие,1146952004154,6950179068,69 - Тверская область,г Тверь,2016-01-08,Нет,Нет,Нет,29.0,8412789
144161,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКТИВСТРОЙ""",Малое предприятие,1106914000313,6923007084,69 - Тверская область,г Зубцов,2023-10-09,Нет,Нет,Нет,1.0,4708263
144167,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКТИВСТРОЙ""",Малое предприятие,1154345004494,4345409923,43 - Кировская область,г Киров,2016-01-08,Нет,Нет,Нет,47.0,9109382
144257,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКФЭС""",Малое предприятие,1027000895570,7020012367,70 - Томская область,г Томск,2016-01-08,Да,Нет,Нет,23.0,6389135
144333,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКЦЕНТГРУПП""",Малое предприятие,1220200013440,277958611,02 - Республика Башкортостан,г Уфа,2022-10-05,Нет,Нет,Нет,1.0,11830226
144429,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛАБУГА""",Малое предприятие,1227700134122,9702041396,77 - г.Москва,,2022-10-04,Нет,Нет,Нет,0.0,11797641
144512,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛАНИЯ ТЕХНОСТРОЙ""",Малое предприятие,1131514000584,1514012278,15 - Республика Северная Осетия - Алания,г Владикавказ,2016-01-08,Да,Нет,Нет,0.0,7999992
144535,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛАНТА БЕСТ""",Малое предприятие,1037700085048,7733082649,77 - г.Москва,,2019-10-08,Нет,Нет,Нет,6.0,6511169
144554,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛАР ИНЖИНИРИНГ""",Малое предприятие,1037800007431,7801132643,78 - г.Санкт-Петербург,,2016-01-08,Да,Нет,Нет,1.0,2142849
144566,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛАРМ ЭЛЕКТРОНИКС СИСТЕМС""",Малое предприятие,1057747580373,7719560822,77 - г.Москва,,2016-01-08,Да,Нет,Нет,16.0,4943233
144776,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛГОРИТМ""",Малое предприятие,1107604008544,7604182250,76 - Ярославская область,г Ярославль,2016-01-08,Нет,Нет,Нет,22.0,855147
144778,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛГОРИТМ""",Малое предприятие,1104345003190,4345273447,43 - Кировская область,г Киров,2016-01-08,Нет,Нет,Нет,19.0,4745010
144801,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛГОРИТМ""",Малое предприятие,1147847251903,7804537221,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,83.0,8636974
144820,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛГОРИТМ""",Малое предприятие,1137746444934,7701998894,77 - г.Москва,,2016-01-08,Да,Нет,Нет,1.0,7915087
145004,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЕКС РЕСПЕКТ""",Малое предприятие,1027739064000,7713292817,77 - г.Москва,,2016-01-08,Да,Нет,Нет,22.0,7109082
145105,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЕКС""",Малое предприятие,1125476182260,5404472375,54 - Новосибирская область,г Новосибирск,2016-01-08,Нет,Нет,Нет,13.0,7713261
145108,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЕКС""",Малое предприятие,1023700509678,3701005404,37 - Ивановская область,г Вичуга,2016-01-08,Да,Нет,Нет,25.0,1630177
145155,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЕКСАНДРИТ - 2""",Малое предприятие,1065658006798,5610111416,56 - Оренбургская область,г Оренбург,2016-01-08,Да,Нет,Нет,14.0,2710542
145195,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЕКСАНДРОВСКИЙ КВАРТАЛ""",Малое предприятие,1176733012642,6732147612,67 - Смоленская область,г Смоленск,2017-10-08,Нет,Нет,Нет,0.0,10291672
145267,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЕКССТРОЙ""",Малое предприятие,1147847158843,7814610826,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,17.0,8514282
145404,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЕФ""",Малое предприятие,1037825016790,7811119786,78 - г.Санкт-Петербург,,2021-10-07,Нет,Нет,Нет,1.0,4981756
145425,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЁША ЭСТЕЙТ""",Малое предприятие,1149102012641,9103001193,91 - Республика Крым,г Ялта,2016-01-08,Нет,Нет,Нет,68.0,8720637
145428,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЖИЛСТРОЙ""",Малое предприятие,1035006455835,5032073113,50 - Московская область,,2016-01-08,Да,Нет,Нет,15.0,4090765
145558,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛИОТ""",Малое предприятие,1207700131847,9728001415,77 - г.Москва,,2020-10-04,Нет,Нет,Нет,2.0,11293685
145589,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛИСАРД""",Малое предприятие,1177847380248,7814713356,78 - г.Санкт-Петербург,,2017-10-12,Да,Нет,Нет,19.0,10461731
145625,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛИТКОМ КОМПАНИ""",Малое предприятие,1217800011131,7801693952,78 - г.Санкт-Петербург,,2021-10-02,Нет,Нет,Нет,60.0,11507787
145626,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛИТКОМ""",Малое предприятие,1115047013685,5047127450,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,13.0,345111
145628,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛИТКОМ""",Малое предприятие,1227800030402,7811772681,78 - г.Санкт-Петербург,,2022-10-04,Нет,Нет,Нет,19.0,11797852
145646,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛК++КОМПАНИ""",Среднее предприятие,1022302961120,2320101700,23 - Краснодарский край,г Сочи,2020-10-08,Да,Нет,Нет,85.0,6762910
145775,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЛЮР""",Малое предприятие,1137746101712,7704827375,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,3.0,7738906
145908,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛМАЗ""",Малое предприятие,1112130010860,2130091965,21 - Чувашская Республика - Чувашия,г Чебоксары,2016-01-08,Нет,Нет,Нет,19.0,1774841
146127,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛМЕТКОН""",Малое предприятие,1117746409967,7702762980,77 - г.Москва,,2019-10-08,Нет,Нет,Нет,9.0,4843069
146293,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛСЕКО""",Малое предприятие,1177746449913,7707384072,77 - г.Москва,,2017-10-06,Нет,Нет,Нет,18.0,10211999
146320,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛСТРОЙ-ИНЖИНИРИНГ""",Малое предприятие,1177746153210,7714974555,77 - г.Москва,,2017-10-03,Да,Нет,Нет,52.0,10110306
146463,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛТАЙВЕКТОР""",Малое предприятие,1140411003259,411170175,04 - Республика Алтай,г Горно-Алтайск,2016-10-09,Нет,Нет,Нет,4.0,8919511
146495,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛТАЙПРОФСТРОЙ""",Малое предприятие,1072224009791,2224114537,22 - Алтайский край,г Барнаул,2016-01-08,Нет,Нет,Нет,33.0,6199419
146636,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛТЕЙ""",Малое предприятие,1227700105236,9723140817,77 - г.Москва,,2022-10-03,Нет,Нет,Нет,25.0,11786808
146676,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛТИММИДА""",Малое предприятие,5187746021535,9731020457,77 - г.Москва,,2019-10-01,Да,Нет,Нет,37.0,10883879
146720,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛТЫН ГРУПП""",Малое предприятие,1141690050622,1661041216,16 - Республика Татарстан (Татарстан),г Казань,2016-01-08,Нет,Нет,Нет,3.0,8623876
146742,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛТЫНДОРСТРОЙ""",Малое предприятие,1141690011374,1661039048,16 - Республика Татарстан (Татарстан),г Казань,2016-01-08,Нет,Нет,Нет,31.0,8364975
146803,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЫЕ ПАРУСА""",Малое предприятие,1127448007851,7448149574,74 - Челябинская область,г Челябинск,2016-01-08,Нет,Нет,Нет,16.0,7506514
146906,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬБАТРОС""",Малое предприятие,1197746354464,9721081845,51 - Мурманская область,г Мурманск,2019-10-06,Нет,Нет,Нет,11.0,11042948
147122,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬК-СТРОЙ""",Малое предприятие,1076672033514,6672244150,66 - Свердловская область,г Верхний Тагил,2016-01-08,Да,Нет,Нет,16.0,6232352
147126,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬКАД""",Малое предприятие,1152724012550,2722052259,27 - Хабаровский край,г Хабаровск,2016-01-08,Да,Нет,Нет,29.0,9547273
147195,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬКОР-7""",Малое предприятие,1021401060328,1435093877,14 - Республика Саха (Якутия),г Якутск,2016-01-08,Нет,Нет,Нет,7.0,5027470
147220,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬКОР""",Малое предприятие,1182225034419,2222871186,22 - Алтайский край,г Барнаул,2022-10-07,Нет,Нет,Нет,1.0,10810033
147281,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬКОР""",Малое предприятие,1067746388951,7716544808,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,26.0,5085802
147343,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬМАКС""",Малое предприятие,1196658003300,6685158220,66 - Свердловская область,г Екатеринбург,2019-10-02,Нет,Нет,Нет,1.0,10904878
147351,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬМАСТРОЙ""",Малое предприятие,1087746218504,7717611743,50 - Московская область,г Мытищи,2016-01-08,Нет,Нет,Нет,6.0,3593335
147390,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬМЕТЬРЕМСТРОЙ""",Малое предприятие,1061685046060,1657059203,16 - Республика Татарстан (Татарстан),г Казань,2016-01-08,Да,Нет,Нет,10.0,4092136
147480,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬПГАРАНТ""",Малое предприятие,1175074010605,5030091572,50 - Московская область,,2017-10-08,Да,Нет,Нет,8.0,10307491
147497,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬПИКА""",Малое предприятие,1082320003402,2320163390,23 - Краснодарский край,г Сочи,2016-01-08,Нет,Нет,Нет,10.0,3051353
147544,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬПИНДУСТРИЯ""",Малое предприятие,1167456095927,7456032435,74 - Челябинская область,г Магнитогорск,2016-01-08,Да,Нет,Нет,47.0,9824668
147551,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬПИНИСТ""",Малое предприятие,1102902000970,2902065056,29 - Архангельская область,г Северодвинск,2016-01-08,Да,Нет,Нет,16.0,4977362
147559,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬПКОМСТРОЙ""",Малое предприятие,1087746002640,7706679588,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,17.0,1417254
147592,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬППРОМСТРОЙ""",Малое предприятие,1202300034166,2312293109,23 - Краснодарский край,г Краснодар,2020-10-08,Да,Нет,Нет,34.0,11346247
147596,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬПРЕСУРС""",Малое предприятие,1167746687107,7716829786,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,4.0,9842943
147608,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬПСЕРВИС""",Малое предприятие,1076623001399,6623037747,66 - Свердловская область,г Екатеринбург,2016-01-08,Да,Нет,Нет,28.0,6111597
147827,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬТАИР ПЛЮС 2001""",Малое предприятие,1022402672863,2466094199,24 - Красноярский край,г Красноярск,2016-01-08,Нет,Нет,Нет,1.0,5475386
147851,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬТАИР-НК""",Малое предприятие,1124217009927,4217149557,42 - Кемеровская область,г Новокузнецк,2016-01-08,Нет,Нет,Нет,22.0,7527271
148143,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬТЕК КОМПАНИ""",Малое предприятие,1027739712065,7729317048,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,3.0,7124993
148171,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬТЕКС""",Малое предприятие,1227700251140,7720866131,77 - г.Москва,,2022-10-05,Нет,Нет,Нет,6.0,
148248,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬТЕРНАТИВА КЛИМАТ-Т""",Малое предприятие,1053701004389,3702065685,37 - Ивановская область,г Иваново,2016-01-08,Нет,Нет,Нет,14.0,110549
